seat_id,seat_name,url_for_checking,cand_name,cand_party,cand_party_short,cand_votes,total_votes,cand_vote_share_percent,cand_position
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Naveen Kumar,Hamara Sahi Vikalp Party,HSVP,91,130504,0.1,12
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Lalita Trivedi,Bhartiya Krishak Dal,BKD,48,130504,0.0,13
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Kuldeep Solanki,Bharatiya Janata Party,BJP,82046,162615,50.5,1
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Joginder Solanki,Aam Aadmi Party,AAP,73094,162615,44.9,2
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Mange Ram,Indian National Congress,CONG,4697,162615,2.9,3
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Nota,None of the Above,NA,1119,162615,0.7,4
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Geeta,Bahujan Samaj Party,BSP,810,162615,0.5,5
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Dilip Kumar,Communist Party of India,CPI,326,162615,0.2,6
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Prashant Chauhan,Independent,Ind.,302,162615,0.2,7
37,Palam,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0537.htm,Manu Gautam,Peoples Party of India (Democratic),PPI(D),221,162615,0.1,8
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Virender Singh Kadian,Aam Aadmi Party,AAP,22191,47458,46.8,1
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Bhuvan Tanwar,Bharatiya Janata Party,BJP,20162,47458,42.5,2
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Pradeep Kumar Upmanyu,Indian National Congress,CONG,4252,47458,9.0,3
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Nota,None of the Above,NA,330,47458,0.7,4
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Namit Kumar Gautam,Bahujan Samaj Party,BSP,232,47458,0.5,5
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Ashok Agyani,Independent,Ind.,149,47458,0.3,6
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Surender Kumar,Peoples Party of India (Democratic),PPI(D),72,47458,0.2,7
38,Delhi Cantt,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0538.htm,Sachin,Bharatiya Sampuran Krantikari Party,BSKP,70,47458,0.1,8
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Umang Bajaj,Bharatiya Janata Party,BJP,46671,97211,48.0,1
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Durgesh Pathak,Aam Aadmi Party,AAP,45440,97211,46.7,2
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Vineet Yadav,Indian National Congress,CONG,4015,97211,4.1,3
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Nota,None of the Above,NA,571,97211,0.6,4
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Praveen Kumar Bharti,Aazad Samaj Party (Kanshi Ram),ASP(KR),155,97211,0.2,5
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Shiv Prasad Verma,Bahujan Samaj Party,BSP,150,97211,0.2,6
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Umang,Independent,Ind.,144,97211,0.1,7
39,Rajinder Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0539.htm,Pankaj Jagya,Republican Party of India (Athawale),RPI(A),65,97211,0.1,8
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Parvesh Sahib Singh,Bharatiya Janata Party,BJP,30088,61636,48.8,1
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Arvind Kejriwal,Aam Aadmi Party,AAP,25999,61636,42.2,2
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Sandeep Dikshit,Indian National Congress,CONG,4568,61636,7.4,3
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Nota,None of the Above,NA,314,61636,0.5,4
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Virender,Bahujan Samaj Party,BSP,142,61636,0.2,5
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Dr. Munish Kumar Raizada,Bharatiya Liberal Party,BLP,76,61636,0.1,6
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Anuradha Rana,Independent,Ind.,72,61636,0.1,7
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Anita,Independent,Ind.,55,61636,0.1,8
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Santosh Rai,Abhinav Bharat Party,ABP,53,61636,0.1,9
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Duggirala Nageswara Rao,Jatiya Jana Sena Party,JJSP,39,61636,0.1,10
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Naresh Kumar,Aapki Apni Party (Peoples),AAP(P),37,61636,0.1,11
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Dr. Abhilasha,Independent,Ind.,31,61636,0.1,12
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Santosh Kumar,Right to Recall Party,RRP,30,61636,0.0,13
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Jagdeesh Prasad,Samarth Bharatvarsh Party,SBP,22,61636,0.0,14
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Arun Kumar Sharma,Delhi Janta Party,DJP,21,61636,0.0,15
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Sanjay Rawat,Independent,Ind.,17,61636,0.0,16
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Ravinder Singh Rawat,Haryana Jansena Party,HJP,15,61636,0.0,17
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Bhawana,Independent,Ind.,11,61636,0.0,18
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Pankaj Sharma,Independent,Ind.,9,61636,0.0,19
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Haider Ali,Independent,Ind.,9,61636,0.0,20
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Nitya Nand Singh,Rashtriya Manav Party,RMP,8,61636,0.0,21
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Mukesh Jain,Rashtrawadi Janlok Party (Satya),RJP(S),8,61636,0.0,22
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Sangha Nand Bauddh,Bhim Sena,BS,8,61636,0.0,23
40,New Delhi,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0540.htm,Ishwar Chand,Bharatrashtra Democratic Party,BDP,4,61636,0.0,24
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Tarvinder Singh Marwah,Bharatiya Janata Party,BJP,38859,85511,45.4,1
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Manish Sisodia,Aam Aadmi Party,AAP,38184,85511,44.7,2
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Farhad Suri,Indian National Congress,CONG,7350,85511,8.6,3
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Nota,None of the Above,NA,441,85511,0.5,4
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Ashok Bambani,Independent,Ind.,171,85511,0.2,5
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Ravindra Singh Raviyodaya,Bahujan Samaj Party,BSP,155,85511,0.2,6
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Bijender,Haryana Jansena Party,HJP,119,85511,0.1,7
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Sunil Kumar Kukreja,Independent,Ind.,80,85511,0.1,8
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Rakesh Sagar,Blue India Party,BIP,78,85511,0.1,9
41,Jangpura,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0541.htm,Anil Kumar,Bhartiya Rashtrawadi Party,BRP,74,85511,0.1,10
42,Kasturba Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0542.htm,Neeraj Basoya,Bharatiya Janata Party,BJP,38067,84483,45.1,1
42,Kasturba Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0542.htm,Abhishek Dutt,Indian National Congress,CONG,27019,84483,32.0,2
42,Kasturba Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0542.htm,Ramesh Pahelwan,Aam Aadmi Party,AAP,18617,84483,22.0,3
42,Kasturba Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0542.htm,Nota,None of the Above,NA,472,84483,0.6,4
42,Kasturba Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0542.htm,Parteek Gupta,Independent,Ind.,158,84483,0.2,5
42,Kasturba Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0542.htm,Mahesh Kumar,Bahujan Samaj Party,BSP,150,84483,0.2,6
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Satish Upadhyay,Bharatiya Janata Party,BJP,39564,85035,46.5,1
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Somnath Bharti,Aam Aadmi Party,AAP,37433,85035,44.0,2
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Jitender Kumar Kochar,Indian National Congress,CONG,6770,85035,8.0,3
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Nota,None of the Above,NA,532,85035,0.6,4
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Charanjeet Kaur,Bahujan Samaj Party,BSP,238,85035,0.3,5
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Meghnad S.,Independent,Ind.,192,85035,0.2,6
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Dr. Bhupendra Chaurasiya,Yuva Bharat Rashtraseva Party,YBRP,162,85035,0.2,7
43,Malviya Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0543.htm,Bhavish Dhankar,Bhartiya Rashtriya Jansatta,BRJ,144,85035,0.2,8
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Anil Kumar Sharma,Bharatiya Janata Party,BJP,43260,76503,56.5,1
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Pramila Tokas,Aam Aadmi Party,AAP,28807,76503,37.7,2
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Vishesh Kumar,Indian National Congress,CONG,3079,76503,4.0,3
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Nota,None of the Above,NA,549,76503,0.7,4
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Sunil Kain,Bahujan Samaj Party,BSP,202,76503,0.3,5
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Ramesh Advocate,Independent,Ind.,100,76503,0.1,6
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Neeraj Chourasiya,Yuva Bharat Rashtraseva Party,YBRP,99,76503,0.1,7
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Permila,Independent,Ind.,88,76503,0.1,8
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Lokesh Kumar Masterji,Rashtriya Rashtrawadi Party,RRP,76,76503,0.1,9
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Rai Singh,Independent,Ind.,76,76503,0.1,10
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Kuldeep Singh Ahlawat,Independent,Ind.,55,76503,0.1,11
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Vijay Kumar,Peoples Party of India (Democratic),PPI(D),52,76503,0.1,12
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Saravanan,Rashtriya Manav Party,RMP,35,76503,0.0,13
44,R K Puram,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0544.htm,Abha Jha,Bhartiya Mahasangh Party,BMP,25,76503,0.0,14
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Gajender Singh Yadav,Bharatiya Janata Party,BJP,48349,116034,41.7,1
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Mahender Chaudhary,Aam Aadmi Party,AAP,46567,116034,40.1,2
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Balyogi Baba Balaknath,Independent,Ind.,9731,116034,8.4,3
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Pushpa Singh,Indian National Congress,CONG,9338,116034,8.0,4
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Nota,None of the Above,NA,846,116034,0.7,5
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Yogeshwar Singh Bisht,Bahujan Samaj Party,BSP,778,116034,0.7,6
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Mahavir Singh,Matrubhoomi Sewa Party,MSP,181,116034,0.2,7
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Sharda Singh,Right to Recall Party,RRP,140,116034,0.1,8
45,Mehrauli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0545.htm,Vijay Lal Tamta,Peoples Party of India (Democratic),PPI(D),104,116034,0.1,9
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Kartar Singh Tanwar,Bharatiya Janata Party,BJP,80469,164299,49.0,1
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Brahm Singh Tanwar,Aam Aadmi Party,AAP,74230,164299,45.2,2
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Rajender Singh Tanwar,Indian National Congress,CONG,6601,164299,4.0,3
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Nota,None of the Above,NA,868,164299,0.5,4
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Brij Lal,Bahujan Samaj Party,BSP,750,164299,0.5,5
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Dinesh Tanwar,Aapki Apni Party (Peoples),AAP(P),293,164299,0.2,6
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Dharmender,Independent,Ind.,269,164299,0.2,7
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Sanjay Negi,Independent,Ind.,221,164299,0.1,8
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Islam Ali,Aazad Samaj Party (Kanshi Ram),ASP(KR),181,164299,0.1,9
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Narender,Nationalist Congress Party,NCP,173,164299,0.1,10
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Daya Ram Gurjar,Independent,Ind.,167,164299,0.1,11
46,Chhatarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0546.htm,Richa Kumari,Republican Sena,RS,77,164299,0.0,12
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Prem Chauhan,Aam Aadmi Party,AAP,86889,157734,55.1,1
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Deepak Tanwar,Lok Janshakti Party(Ram Vilas),LJP(RV),50209,157734,31.8,2
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Rajesh Chauhan,Indian National Congress,CONG,12211,157734,7.7,3
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Asmita,Bahujan Samaj Party,BSP,2581,157734,1.6,4
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Raja Ram,Bhartiya Rashtrawadi Party,BRP,2229,157734,1.4,5
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Nota,None of the Above,NA,2130,157734,1.4,6
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Bachan Ram,Matrubhoomi Sewa Party,MSP,947,157734,0.6,7
47,Deoli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0547.htm,Devika,Rashtriya Lok Janshakti Party,RLJP,538,157734,0.3,8
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Dr. Ajay Dutt,Aam Aadmi Party,AAP,46285,97189,47.6,1
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Khushi Ram Chunar,Bharatiya Janata Party,BJP,42055,97189,43.3,2
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Jai Prakash,Indian National Congress,CONG,7172,97189,7.4,3
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Nota,None of the Above,NA,498,97189,0.5,4
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Sewa Dass,Bahujan Samaj Party,BSP,397,97189,0.4,5
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Arun,Haryana Jansena Party,HJP,302,97189,0.3,6
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Darsan Singh,Aazad Samaj Party (Kanshi Ram),ASP(KR),261,97189,0.3,7
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Ashok Kumar,Independent,Ind.,102,97189,0.1,8
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Rajiv Kumar,Bhartiya Rashtrawadi Party,BRP,85,97189,0.1,9
48,Ambedkar Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0548.htm,Gulshan Bharti,Right to Recall Party,RRP,32,97189,0.0,10
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Chandan Kumar Choudhary,Bharatiya Janata Party,BJP,54049,125714,43.0,1
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Dinesh Mohaniya,Aam Aadmi Party,AAP,53705,125714,42.7,2
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Harsh Choudhary,Indian National Congress,CONG,15863,125714,12.6,3
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Mohd Zakiullah,Bahujan Samaj Party,BSP,796,125714,0.6,4
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Nota,None of the Above,NA,537,125714,0.4,5
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Jagdish Kumar Verma,Independent,Ind.,195,125714,0.2,6
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Sudhir Negi,Matrubhoomi Sewa Party,MSP,143,125714,0.1,7
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Mahender Kumar,Independent,Ind.,136,125714,0.1,8
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Sirajuddin,Aazad Samaj Party (Kanshi Ram),ASP(KR),83,125714,0.1,9
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Qamar Ali,Nationalist Congress Party,NCP,78,125714,0.1,10
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Ravinder Singh,Republican Sena,RS,68,125714,0.1,11
49,Sangam Vihar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0549.htm,Satpal,Independent,Ind.,61,125714,0.0,12
50,Greater Kailash,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0550.htm,Shikha Roy,Bharatiya Janata Party,BJP,49594,103884,47.7,1
50,Greater Kailash,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0550.htm,Saurabh Bharadwaj,Aam Aadmi Party,AAP,46406,103884,44.7,2
50,Greater Kailash,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0550.htm,Garvit Singhvi,Indian National Congress,CONG,6711,103884,6.5,3
50,Greater Kailash,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0550.htm,Nota,None of the Above,NA,671,103884,0.6,4
50,Greater Kailash,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0550.htm,Niyati Choudhary,Bahujan Samaj Party,BSP,235,103884,0.2,5
50,Greater Kailash,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0550.htm,Satish Kumar Gulliya,Bhartiya Rashtrawadi Party,BRP,171,103884,0.2,6
50,Greater Kailash,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0550.htm,Ramesh Jagannath Shah,Delhi Janta Party,DJP,96,103884,0.1,7
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Atishi,Aam Aadmi Party,AAP,52154,106876,48.8,1
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Ramesh Bidhuri,Bharatiya Janata Party,BJP,48633,106876,45.5,2
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Alka Lamba,Indian National Congress,CONG,4392,106876,4.1,3
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Nota,None of the Above,NA,556,106876,0.5,4
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Pritam Singh,Bahujan Samaj Party,BSP,421,106876,0.4,5
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Tanya Singh,Bhartiya Rashtrawadi Party,BRP,193,106876,0.2,6
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Deepak Kapila,Azad Adhikar Sena,AAS,174,106876,0.2,7
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Sanjay,Independent,Ind.,89,106876,0.1,8
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Rajan Singh,Aam Janta Party (India),AJP(I),85,106876,0.1,9
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Parveen Choudhry,Independent,Ind.,58,106876,0.1,10
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Ravi,Independent,Ind.,39,106876,0.0,11
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Iqbal Ahmed Siddiqui,Independent,Ind.,31,106876,0.0,12
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Sangh Mitra,Bhim Sena,BS,28,106876,0.0,13
51,Kalkaji,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0551.htm,Rajesh Kumar,Veer Janshakti Party,VJP,23,106876,0.0,14
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Sahi Ram,Aam Aadmi Party,AAP,62155,114938,54.1,1
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Rohtash Kumar,Bharatiya Janata Party,BJP,47444,114938,41.3,2
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Virender Singh,Indian National Congress,CONG,2313,114938,2.0,3
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Amjad Hasan,Bahujan Samaj Party,BSP,1606,114938,1.4,4
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Nota,None of the Above,NA,536,114938,0.5,5
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Parveen Chauhan,Samata Party,SP,323,114938,0.3,6
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Naresh Kumar,Right to Recall Party,RRP,199,114938,0.2,7
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Rekha Singh,Independent,Ind.,143,114938,0.1,8
52,Tughlakabad,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0552.htm,Khursheed Abbas Zaidi,Rashtriya Bahujan Congress Party,RBCP,133,114938,0.1,9
