seat_id,seat_name,url_for_checking,cand_name,cand_party,cand_party_short,cand_votes,total_votes,cand_vote_share_percent,cand_position
21,Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Amar Nath,Independent,Ind.,93,84475,0.1,6
21,Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Mohammad Ahmed Saifi,Independent,Ind.,60,84475,0.1,7
21,Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Mohd Javed,Nationalist Congress Party,NCP,56,84475,0.1,8
21,Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Bhagwan Dass,Independent,Ind.,35,84475,0.0,9
21,Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Firdous Ahmad,Independent,Ind.,31,84475,0.0,10
21,Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Moazam Khan,Independent,Ind.,31,84475,0.0,11
21,Matia Mahal,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0521.htm,Zainuddin,Independent,Ind.,11,84475,0.0,12
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Imran Hussain,Aam Aadmi Party,AAP,57004,98277,58.0,1
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Kamal Bagri,Bharatiya Janata Party,BJP,27181,98277,27.7,2
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Haroon Yusuf,Indian National Congress,CONG,13059,98277,13.3,3
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Nota,None of the Above,NA,301,98277,0.3,4
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Abrar,Aam Aadmi Parivartan Party,AAPP,224,98277,0.2,5
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Sonu,Bahujan Samaj Party,BSP,190,98277,0.2,6
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Babu Lal,Independent,Ind.,131,98277,0.1,7
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Hansa,Independent,Ind.,77,98277,0.1,8
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Mohd. Shadab,Independent,Ind.,72,98277,0.1,9
22,Ballimaran,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0522.htm,Md Haroon,Nationalist Congress Party,NCP,38,98277,0.0,10
23,Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Vishesh Ravi,Aam Aadmi Party,AAP,52297,102794,50.9,1
23,Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Dushyant Gautam,Bharatiya Janata Party,BJP,44867,102794,43.6,2
23,Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Rahul Kumar,Indian National Congress,CONG,4252,102794,4.1,3
23,Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Ranjeet,Bahujan Samaj Party,BSP,626,102794,0.6,4
23,Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Nota,None of the Above,NA,548,102794,0.5,5
23,Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Shiv Kumar,Rashtriya Aikta Manch Party,RAMP,116,102794,0.1,6
23,Karol Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0523.htm,Deepak Kumar,Independent,Ind.,88,102794,0.1,7
24,Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Pravesh Ratn,Aam Aadmi Party,AAP,57512,117370,49.0,1
24,Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Raaj Kumar Anand,Bharatiya Janata Party,BJP,53463,117370,45.6,2
24,Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Krishna Tirath,Indian National Congress,CONG,4654,117370,4.0,3
24,Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Nota,None of the Above,NA,772,117370,0.7,4
24,Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Ram Avtar,Bahujan Samaj Party,BSP,714,117370,0.6,5
24,Patel Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0524.htm,Ashok Kumar,Aazad Samaj Party (Kanshi Ram),ASP(KR),255,117370,0.2,6
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Harish Khurana,Bharatiya Janata Party,BJP,57565,109361,52.6,1
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Shivcharan Goel,Aam Aadmi Party,AAP,45908,109361,42.0,2
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Rajender Singh,Indian National Congress,CONG,3334,109361,3.0,3
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Avinash Gupta,Bahujan Samaj Party,BSP,851,109361,0.8,4
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Nota,None of the Above,NA,689,109361,0.6,5
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Sadre Alam,Independent,Ind.,416,109361,0.4,6
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Gauri Shankar,Independent,Ind.,170,109361,0.2,7
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Gourav Bothra,Right to Recall Party,RRP,124,109361,0.1,8
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Harish,Independent,Ind.,76,109361,0.1,9
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Vishal Sahni,Voters Party  International,VPI,70,109361,0.1,10
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Vijay Kumar Sharma,Rashtriya Manav Party,RMP,63,109361,0.1,11
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Sanaullah,Nationalist Congress Party,NCP,60,109361,0.1,12
25,Moti Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0525.htm,Mahesh Dubey,Bharatiya Liberal Party,BLP,35,109361,0.0,13
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Kailash Gangwal,Bharatiya Janata Party,BJP,52019,112890,46.1,1
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Rakhi Birla,Aam Aadmi Party,AAP,41120,112890,36.4,2
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,J. P. Panwar,Indian National Congress,CONG,17958,112890,15.9,3
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Nota,None of the Above,NA,778,112890,0.7,4
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Roop Singh Ahirwar,Bahujan Samaj Party,BSP,321,112890,0.3,5
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Dharamveer,Independent,Ind.,206,112890,0.2,6
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Randhir Singh Tandi,Jai Maha Bharath Party,JMBP,204,112890,0.2,7
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Ravi,Independent,Ind.,113,112890,0.1,8
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Rohit Kashyap,Hamara Sahi Vikalp Party,HSVP,105,112890,0.1,9
26,Madipur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0526.htm,Randhir Kumar,Asankhya Samaj Party,ASP,66,112890,0.1,10
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Manjinder Singh Sirsa,Bharatiya Janata Party,BJP,64132,114806,55.9,1
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,A Dhanwati Chandela A,Aam Aadmi Party,AAP,45942,114806,40.0,2
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Dharam Pal Chandela,Indian National Congress,CONG,3198,114806,2.8,3
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Nota,None of the Above,NA,783,114806,0.7,4
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Shashi Pabha,Bahujan Samaj Party,BSP,288,114806,0.3,5
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Karan Talwar,Aam Aadmi Parivartan Party,AAPP,225,114806,0.2,6
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Jaya Raman,Sanjhi Virasat Party,SVP,89,114806,0.1,7
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Vishal Sangwan,Right to Recall Party,RRP,84,114806,0.1,8
27,Rajouri Garden,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0527.htm,Kamla Devi,Aapki Apni Party (Peoples),AAP(P),65,114806,0.1,9
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Shyam Sharma,Bharatiya Janata Party,BJP,50179,103040,48.7,1
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Surinder Kumar Setia,Aam Aadmi Party,AAP,43547,103040,42.3,2
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Prem Ballabh,Indian National Congress,CONG,4252,103040,4.1,3
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Raj Kumari Dhillon,Independent,Ind.,3398,103040,3.3,4
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Nota,None of the Above,NA,713,103040,0.7,5
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Bindu Kumar,Bahujan Samaj Party,BSP,569,103040,0.6,6
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Mayank Mehta,Independent,Ind.,98,103040,0.1,7
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Sabir Khan,Independent,Ind.,91,103040,0.1,8
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Mohan Lal Bhardwaj,Bharatheeya Jawan Kisan Party,BJKP,83,103040,0.1,9
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Preetam Chand,Rashtriya Janshakti Party (Secular),RJP(S),81,103040,0.1,10
28,Hari Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0528.htm,Ashok Kumar,Independent,Ind.,29,103040,0.0,11
29,Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Jarnail Singh,Aam Aadmi Party,AAP,52134,96503,54.0,1
29,Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Shveta Saini,Bharatiya Janata Party,BJP,40478,96503,41.9,2
29,Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Parvinder Singh Alias P S Bawa,Indian National Congress,CONG,2747,96503,2.8,3
29,Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Nota,None of the Above,NA,607,96503,0.6,4
29,Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Ashok Kumar Gautam,Bahujan Samaj Party,BSP,301,96503,0.3,5
29,Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Shweta,Independent,Ind.,145,96503,0.2,6
29,Tilak Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0529.htm,Rajiv Kumar Babbar,Independent,Ind.,91,96503,0.1,7
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Ashish Sood,Bharatiya Janata Party,BJP,68986,124819,55.3,1
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Parveen Kumar,Aam Aadmi Party,AAP,50220,124819,40.2,2
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Harbani Kaur,Indian National Congress,CONG,3345,124819,2.7,3
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Nota,None of the Above,NA,691,124819,0.6,4
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Ravi Partap Rao,Bahujan Samaj Party,BSP,461,124819,0.4,5
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Praveen Kumar,Independent,Ind.,210,124819,0.2,6
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Praveen Kumar,Independent,Ind.,193,124819,0.2,7
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Altaf Ahmad,Independent,Ind.,183,124819,0.1,8
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Mohd Ojer,Azad Adhikar Sena,AAS,91,124819,0.1,9
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Md Naveen,Nationalist Congress Party,NCP,80,124819,0.1,10
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Chaman Lal Verma,Aam Janshakti Party,AJP,70,124819,0.1,11
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Dharam Veer,Suheldev Bharatiya Samaj Party,SBSP,61,124819,0.0,12
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Tarun Kumar Sharma,Independent,Ind.,60,124819,0.0,13
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Ashish Sood,Independent,Ind.,57,124819,0.0,14
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Kashmir Chand,Buland Bharat Party,BBP,48,124819,0.0,15
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Nizamuddin Khan,Adarshwaadi Congress Party,ACP,43,124819,0.0,16
30,Janakpuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0530.htm,Raj Kumar,All India National Raksha Sena,AINRS,20,124819,0.0,17
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Pankaj Kumar Singh,Bharatiya Janata Party,BJP,135564,273648,49.5,1
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Mahinder Yadav,Aam Aadmi Party,AAP,122688,273648,44.8,2
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Jitender Solanki,Indian National Congress,CONG,8465,273648,3.1,3
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Krishna Thakur,Bahujan Samaj Party,BSP,2642,273648,1.0,4
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Nota,None of the Above,NA,1460,273648,0.5,5
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Shejo Varghese,Communist Party of India,CPI,687,273648,0.3,6
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Umesh Chauhan,Aazad Samaj Party (Kanshi Ram),ASP(KR),443,273648,0.2,7
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Sharda Dixit,Socialist Unity Centre Of India (COMMUNIST),SUCOI(COMMUNIST),420,273648,0.2,8
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Hira Lal Sah,Independent,Ind.,391,273648,0.1,9
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Lala Ram,Bhartiya Panchsheel Party,BPP,297,273648,0.1,10
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Aman Saini,Independent,Ind.,286,273648,0.1,11
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Ranjeet Kumar,Rashtriya Manav Party,RMP,139,273648,0.1,12
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Prem Pal Singh,Rashtriya Janshakti Party (Secular),RJP(S),97,273648,0.0,13
31,Vikaspuri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0531.htm,Raju Richariya,Rashtriya Rashtrawadi Party,RRP,69,273648,0.0,14
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Pawan Sharma,Bharatiya Janata Party,BJP,103613,196093,52.8,1
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Posh Balyan,Aam Aadmi Party,AAP,73873,196093,37.7,2
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Mukesh Sharma,Indian National Congress,CONG,15565,196093,7.9,3
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Nota,None of the Above,NA,1217,196093,0.6,4
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Mani Ram,Bahujan Samaj Party,BSP,991,196093,0.5,5
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Dinesh Kumar Sah,Independent,Ind.,206,196093,0.1,6
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Journalist Ramesh Kumar Jain @ Nirbhik,Independent,Ind.,196,196093,0.1,7
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Dushyant Thakur,Yuva Bharat Rashtraseva Party,YBRP,185,196093,0.1,8
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Shyam Babu,Gareeb Aadmi Party,GAP,168,196093,0.1,9
32,Uttam Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0532.htm,Rajiv Bhrigukumar,Rashtriya Lok Janshakti Party,RLJP,79,196093,0.0,10
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Parduymn Singh Rajput,Bharatiya Janata Party,BJP,69137,139504,49.6,1
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Vinay Mishra,Aam Aadmi Party,AAP,61308,139504,43.9,2
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Adarsh Shastri,Indian National Congress,CONG,6773,139504,4.9,3
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Nota,None of the Above,NA,729,139504,0.5,4
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Pardeep Kumar,Bahujan Samaj Party,BSP,545,139504,0.4,5
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Rameshwar Mahto,Rashtriya Manav Party,RMP,223,139504,0.2,6
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Ashok Jindal,Independent,Ind.,172,139504,0.1,7
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Aravendra Kumar,Suheldev Bharatiya Samaj Party,SBSP,131,139504,0.1,8
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Rajneesh Kumar Jha,National Youth Party,NYP,130,139504,0.1,9
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Gautam Singh Bihari,Independent,Ind.,104,139504,0.1,10
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Mehar Charan,Samaj Vikas Kranti Party,SVKP,76,139504,0.1,11
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Ravi Rathore,Republican Sena,RS,74,139504,0.1,12
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,G. Thulaseedharan,Peoples Green Party,PGP,58,139504,0.0,13
33,Dwarka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0533.htm,Yogesh Swami,Right to Recall Party,RRP,44,139504,0.0,14
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Sandeep Sehrawat,Bharatiya Janata Party,BJP,146295,278894,52.5,1
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Sumesh Shokeen,Aam Aadmi Party,AAP,117572,278894,42.2,2
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Raghvinder Singh,Indian National Congress,CONG,9685,278894,3.5,3
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Nota,None of the Above,NA,2018,278894,0.7,4
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Kamlesh Kumar,Bahujan Samaj Party,BSP,1134,278894,0.4,5
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Yogesh Kumar,Independent,Ind.,569,278894,0.2,6
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Punam Pandey,Independent,Ind.,501,278894,0.2,7
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Arvind Kumar Pandey,Rashtriya Janshakti Party (Secular),RJP(S),345,278894,0.1,8
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Rajni Sharma,Independent,Ind.,174,278894,0.1,9
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Prabhat Kumar,One Bharat Citizen Party,OBCP,162,278894,0.1,10
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Vinod Kumar Chauhan,Suheldev Bharatiya Samaj Party,SBSP,157,278894,0.1,11
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Yogesh Kumar Sharma,Right to Recall Party,RRP,121,278894,0.0,12
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Mohinder Singh,Rashtriya Rashtrawadi Party,RRP,88,278894,0.0,13
34,Matiala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0534.htm,Niraj Kumar,National Youth Party,NYP,73,278894,0.0,14
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Neelam Pahalwan,Bharatiya Janata Party,BJP,101708,180334,56.4,1
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Tarun Kumar,Aam Aadmi Party,AAP,72699,180334,40.3,2
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Sushma Devi Yadav,Indian National Congress,CONG,2902,180334,1.6,3
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Nota,None of the Above,NA,1346,180334,0.7,4
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Rohit,Bahujan Samaj Party,BSP,903,180334,0.5,5
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Mange Ram Sangwan,Independent,Ind.,225,180334,0.1,6
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Jalandhar Pandit,"Proutist Bloc, India",PBI,214,180334,0.1,7
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Manoj Kumar,Independent,Ind.,173,180334,0.1,8
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Bharat Singh,Peoples Party of India (Democratic),PPI(D),93,180334,0.1,9
35,Najafgarh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0535.htm,Rahul Kumar,Right to Recall Party,RRP,71,180334,0.0,10
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Kailash Gahlot,Bharatiya Janata Party,BJP,64951,130504,49.8,1
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Surender Bhardwaj,Aam Aadmi Party,AAP,53675,130504,41.1,2
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Col Devinder Kumar Sehrawat,Indian National Congress,CONG,9409,130504,7.2,3
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Nota,None of the Above,NA,756,130504,0.6,4
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Kamal Singh,Bahujan Samaj Party,BSP,702,130504,0.5,5
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Monis Kureshi,Independent,Ind.,225,130504,0.2,6
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Nishant Sehrawat,Independent,Ind.,193,130504,0.1,7
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Punam Pandey,Rashtravadi Loktantrik Party (India),RLP(I),153,130504,0.1,8
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Amrina,Independent,Ind.,113,130504,0.1,9
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Narender Singh,Republican Sena,RS,96,130504,0.1,10
36,Bijwasan,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0536.htm,Som Dutt Sharma,Independent,Ind.,92,130504,0.1,11
