seat_name,url_for_checking,cand_name,cand_party,cand_party_short,cand_votes,total_votes,cand_vote_share_percent,cand_position
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Raj Karan Khatri,Bharatiya Janata Party,BJP,87215,174746,49.9,1
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Sharad Kumar,Aam Aadmi Party,AAP,78619,174746,45.0,2
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Aruna,Indian National Congress,CONG,6782,174746,3.9,3
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Anil Kumar Singh,Communist Party of India  (Marxist-Leninist)  (Liberation),CPI(ML)(L),328,174746,0.2,4
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Vikas Bhardwaj,Independent,Ind.,301,174746,0.2,5
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Md Khalid,Aazad Samaj Party (Kanshi Ram),ASP(KR),278,174746,0.2,6
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Budiya,Independent,Ind.,242,174746,0.1,7
Narela,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U051.htm,Nota,None of the Above,NA,981,174746,0.6,8
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Sanjeev Jha,Aam Aadmi Party,AAP,93484,195941,47.7,1
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Shailendra Kumar,Janata Dal  (United),JD(U),76600,195941,39.1,2
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Mangesh Tyagi,Indian National Congress,CONG,15902,195941,8.1,3
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Ratan Tyagi,Nationalist Congress Party,NCP,2904,195941,1.5,4
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Ganga Ram,Bahujan Samaj Party,BSP,1719,195941,0.9,5
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Sonu Kaushik,Aapki Apni Party (Peoples),AAP(P),620,195941,0.3,6
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Anil Kapoor,Janhit Dal,JD,602,195941,0.3,7
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Vijay Kumar Jha,Rachnatmak Jan Morcha,RJM,473,195941,0.2,8
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Sunil Kumar Vyathit,Aam Aadmi Sangharsh Party (S),AASP(S),468,195941,0.2,9
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Abhishek Kumar Singh (Master Ji),Rashtriya Janshakti Party (Secular),RJP(S),299,195941,0.2,10
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Pramod,Sarvodaya Prabhat Party,SPP,248,195941,0.1,11
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Gulab Singhal,Bhim Sena,BS,237,195941,0.1,12
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Mukesh Prasad,Bhartiya Janta Dal (Integrated),BJD(I),234,195941,0.1,13
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Dhurva Kumar,Right to Recall Party,RRP,173,195941,0.1,14
Burari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U052.htm,Nota,None of the Above,NA,1978,195941,1.0,15
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Surya Prakash Khatri,Bharatiya Janata Party,BJP,55941,121541,46.0,1
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Surinder Pal Singh (Bittoo),Aam Aadmi Party,AAP,54773,121541,45.1,2
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Lokendra Kalyan Singh,Indian National Congress,CONG,8361,121541,6.9,3
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Surender Pal,Bahujan Samaj Party,BSP,985,121541,0.8,4
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Tarun Kumar,Republican Sena,RS,167,121541,0.1,5
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Deepak Chawla,Republican Party of India (Athawale),RPI(A),113,121541,0.1,6
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Rajkumar Bharti,Peoples Party of India (Democratic),PPI(D),112,121541,0.1,7
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Ram Raj Singh,Rashtriya Janshakti Party (Secular),RJP(S),109,121541,0.1,8
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Sangh Priya Siddhartha,Bhim Sena,BS,107,121541,0.1,9
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Rakesh Ranjan Shrivastav,Janhit Dal,JD,91,121541,0.1,10
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Wasim Akram,Indian National Socialistic Action Forces,INSAF,69,121541,0.1,11
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Bijender Kumar,Jan Samuh Party,JSP,50,121541,0.0,12
Timarpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U053.htm,Nota,None of the Above,NA,663,121541,0.5,13
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Raj Kumar Bhatia,Bharatiya Janata Party,BJP,52510,100460,52.3,1
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Mukesh Kumar Goel,Aam Aadmi Party,AAP,41028,100460,40.8,2
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Shivank Singal,Indian National Congress,CONG,5460,100460,5.4,3
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Abdul Zabbar,Bahujan Samaj Party,BSP,344,100460,0.3,4
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Ram Niwas,Independent,Ind.,140,100460,0.1,5
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Sanjeev Kumar Rana,Communist Party of India,CPI,133,100460,0.1,6
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Vijay Kr. Aggarwal,Independent,Ind.,116,100460,0.1,7
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Neetu Singh,Independent,Ind.,111,100460,0.1,8
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Ayush Gupta,Independent,Ind.,64,100460,0.1,9
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Priya,"Aam Janmat Party,",AJP,56,100460,0.1,10
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Prem Chand,Rashtrawadi Janlok Party (Satya),RJP(S),41,100460,0.0,11
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Sanjay Yadav Advocate,Peoples Party of India (Democratic),PPI(D),35,100460,0.0,12
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Vishal Singh,National Youth Party,NYP,27,100460,0.0,13
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Md: Rahmat Ali,Navarang Congress Party,NCP,18,100460,0.0,14
Adarsh Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U054.htm,Nota,None of the Above,NA,377,100460,0.4,15
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Aahir Deepak Chaudharyy,Bharatiya Janata Party,BJP,61192,150866,40.6,1
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Ajesh Yadav,Aam Aadmi Party,AAP,46029,150866,30.5,2
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Devender Yadav,Indian National Congress,CONG,41071,150866,27.2,3
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Ravinder Kumar,Bahujan Samaj Party,BSP,725,150866,0.5,4
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Parmod Kumar,Socialist Unity Centre Of India (COMMUNIST),SUCOI(COMMUNIST),250,150866,0.2,5
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Devender Kumar Yadav,Independent,Ind.,235,150866,0.2,6
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Jai Pal,Independent,Ind.,214,150866,0.1,7
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Arun Kumar,Independent,Ind.,158,150866,0.1,8
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Mulayam Singh,Nationalist Congress Party,NCP,92,150866,0.1,9
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Gopal Kumar Sinha,Bharatiya Sampuran Krantikari Party,BSKP,76,150866,0.1,10
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Rajender,"Aam Janmat Party,",AJP,68,150866,0.0,11
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,R. C. Sharma,Sarvodaya Prabhat Party,SPP,64,150866,0.0,12
Badli,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U055.htm,Nota,None of the Above,NA,692,150866,0.5,13
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Kulwant Rana,Bharatiya Janata Party,BJP,104371,187164,55.8,1
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Mohinder Goyal,Aam Aadmi Party,AAP,74755,187164,39.9,2
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Sushant Mishra,Indian National Congress,CONG,5258,187164,2.8,3
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Neyaz Khan,Bahujan Samaj Party,BSP,619,187164,0.3,4
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Ashok Jain,Yuva Bharat Rashtraseva Party,YBRP,213,187164,0.1,5
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Vidya Patti,Independent,Ind.,167,187164,0.1,6
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Nishtha,Jai Maha Bharath Party,JMBP,155,187164,0.1,7
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Vishal Gupta,Independent,Ind.,117,187164,0.1,8
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Ayasha Khatoon,Peoples Party of India (Democratic),PPI(D),114,187164,0.1,9
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Ajay Kumar Singh,Independent,Ind.,104,187164,0.1,10
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Jitander Singh,Asankhya Samaj Party,ASP,56,187164,0.0,11
Rithala,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U056.htm,Nota,None of the Above,NA,1235,187164,0.7,12
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Ravinder Indraj Singh,Bharatiya Janata Party,BJP,119515,229856,52.0,1
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Jai Bhagwan Upkar,Aam Aadmi Party,AAP,88040,229856,38.3,2
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Surender Kumar,Indian National Congress,CONG,18713,229856,8.1,3
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Heera Lal,Bahujan Samaj Party,BSP,1557,229856,0.7,4
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Hari Kishan Mechanic,Independent,Ind.,279,229856,0.1,5
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Dheeraj Kumar,Peoples Party of India (Democratic),PPI(D),216,229856,0.1,6
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Babita,Asankhya Samaj Party,ASP,190,229856,0.1,7
Bawana,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U057.htm,Nota,None of the Above,NA,1346,229856,0.6,8
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Gajender Drall,Bharatiya Janata Party,BJP,89839,190853,47.1,1
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Jasbir Karala,Aam Aadmi Party,AAP,79289,190853,41.5,2
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Dharampal Lakra,Indian National Congress,CONG,10290,190853,5.4,3
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Rambir Shokeen,Independent,Ind.,8655,190853,4.5,4
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Suman Lata Sehrawat,Bahujan Samaj Party,BSP,548,190853,0.3,5
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Sunita Shekhar Chawariya,Independent,Ind.,408,190853,0.2,6
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Sunil Kumar,National Loktantrik Party,NLP,166,190853,0.1,7
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Rajni,Independent,Ind.,129,190853,0.1,8
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Andeep Drall,Independent,Ind.,115,190853,0.1,9
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Mahavir,All India Forward Bloc,AIFB,94,190853,0.0,10
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Yogender Singh Alias Yogi Mathur,Akhil Bharatiya Socialist Party,ABSP,87,190853,0.0,11
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Santosh,Indian National Socialistic Action Forces,INSAF,84,190853,0.0,12
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Sanjaya Kumar Yadav,Right to Recall Party,RRP,61,190853,0.0,13
Mundka,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U058.htm,Nota,None of the Above,NA,1088,190853,0.6,14
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Anil Jha,Aam Aadmi Party,AAP,105780,202413,52.3,1
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Bajrang Shukla,Bharatiya Janata Party,BJP,83909,202413,41.5,2
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Rajesh Kumar Gupta,Indian National Congress,CONG,6864,202413,3.4,3
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Jugbir Singh,Bahujan Samaj Party,BSP,2128,202413,1.1,4
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Malik Neyaz Ahmad,Aazad Samaj Party (Kanshi Ram),ASP(KR),885,202413,0.4,5
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Prakash Srivastav,Independent,Ind.,588,202413,0.3,6
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Rakesh,Independent,Ind.,473,202413,0.2,7
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Sudesh Sharma,Rashtriya Manav Party,RMP,212,202413,0.1,8
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Afsana Sarwar,Peace Party,PP,208,202413,0.1,9
Kirari,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U059.htm,Nota,None of the Above,NA,1366,202413,0.7,10
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Mukesh Kumar Ahlawat,Aam Aadmi Party,AAP,58767,112825,52.1,1
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Karam Singh Karma,Bharatiya Janata Party,BJP,41641,112825,36.9,2
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Jai Kishan,Indian National Congress,CONG,8688,112825,7.7,3
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Kulwant Rana,Bahujan Samaj Party,BSP,1885,112825,1.7,4
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Jitender,Jai Maha Bharath Party,JMBP,555,112825,0.5,5
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Deepak Kumar,Independent,Ind.,177,112825,0.2,6
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Ramswaroop Samria,Independent,Ind.,152,112825,0.1,7
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Karan Singh,Swaraj Bhartiya Nyay Party,SBNP,151,112825,0.1,8
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Babu Lal,Bharatiya Sampuran Krantikari Party,BSKP,91,112825,0.1,9
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Preeti,Yuva Bharat Rashtraseva Party,YBRP,82,112825,0.1,10
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Sangeeta,Rashtriya Lok Sevak Party,RLSP,72,112825,0.1,11
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Laxmi,Republican Party of India (Athawale),RPI(A),70,112825,0.1,12
Sultanpur Majra,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0510.htm,Nota,None of the Above,NA,494,112825,0.4,13
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Manoj Kumar Shokeen,Bharatiya Janata Party,BJP,75272,159322,47.2,1
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Raghuvinder Shokeen,Aam Aadmi Party,AAP,49021,159322,30.8,2
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Rohit Choudhary,Indian National Congress,CONG,32028,159322,20.1,3
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Mukesh Kumar,Bahujan Samaj Party,BSP,795,159322,0.5,4
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Yatender Sharma,Azad Adhikar Sena,AAS,390,159322,0.2,5
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Dilip Kumar Sharma,Independent,Ind.,373,159322,0.2,6
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Ram Sajivan,Peoples Party of India (Democratic),PPI(D),205,159322,0.1,7
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Kanchan Sharma,Rashtriya Manav Party,RMP,162,159322,0.1,8
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Mahender Singh Rathor,Rashtriya Lok Sevak Party,RLSP,152,159322,0.1,9
Nangloi Jat,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0511.htm,Nota,None of the Above,NA,924,159322,0.6,10
Mangol Puri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0512.htm,Raj Kumar Chauhan,Bharatiya Janata Party,BJP,62007,123450,50.2,1
Mangol Puri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0512.htm,Dharam Rakshak Alias Rakesh Jatav,Aam Aadmi Party,AAP,55752,123450,45.2,2
Mangol Puri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0512.htm,Hanuman Sahay Alias Hanuman Chauhan,Indian National Congress,CONG,3784,123450,3.1,3
Mangol Puri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0512.htm,Mukesh Kumar,Bahujan Samaj Party,BSP,724,123450,0.6,4
Mangol Puri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0512.htm,Jai Bhagwan,Independent,Ind.,250,123450,0.2,5
Mangol Puri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0512.htm,Khilkhilakar,Bahujan Shoshit Samaj Sangharsh Samta Party,BSSSSP,171,123450,0.1,6
Mangol Puri,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0512.htm,Nota,None of the Above,NA,762,123450,0.6,7
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Vijender Gupta,Bharatiya Janata Party,BJP,70365,108233,65.0,1
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Pardeep Mittal,Aam Aadmi Party,AAP,32549,108233,30.1,2
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Sumesh Gupta,Indian National Congress,CONG,3765,108233,3.5,3
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Harshad Chadha,Bahujan Samaj Party,BSP,197,108233,0.2,4
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Abhishek,Jai Maha Bharath Party,JMBP,118,108233,0.1,5
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Amit Saini,Jan Samuh Party,JSP,92,108233,0.1,6
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Rajbir,Independent,Ind.,62,108233,0.1,7
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Narender Singh Panwar,Independent,Ind.,54,108233,0.0,8
Rohini,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0513.htm,Nota,None of the Above,NA,1031,108233,1.0,9
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Rekha Gupta,Bharatiya Janata Party,BJP,68200,113764,59.9,1
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Bandana Kumari,Aam Aadmi Party,AAP,38605,113764,33.9,2
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Parveen Kumar Jain,Indian National Congress,CONG,4892,113764,4.3,3
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Shyam Kumar,Bahujan Samaj Party,BSP,411,113764,0.4,4
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Saurabh Gupta,Independent,Ind.,358,113764,0.3,5
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Rina Devi,Independent,Ind.,252,113764,0.2,6
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Rajesh Kumar,Independent,Ind.,143,113764,0.1,7
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Mohd. Usman,Independent,Ind.,98,113764,0.1,8
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Ranjeet Verma,New India United Party,NIUP,35,113764,0.0,9
Shalimar Bagh,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0514.htm,Nota,None of the Above,NA,770,113764,0.7,10
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Karnail Singh,Bharatiya Janata Party,BJP,56869,99652,57.1,1
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Satyendar Jain,Aam Aadmi Party,AAP,35871,99652,36.0,2
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Satish Kumar Luthra,Indian National Congress,CONG,5784,99652,5.8,3
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Vijay Kumar,Bahujan Samaj Party,BSP,164,99652,0.2,4
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Tamana,Yuva Bharat Rashtraseva Party,YBRP,115,99652,0.1,5
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Rajesh Gupta,Bharat Lok Sewak Party,BLSP,100,99652,0.1,6
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Jugal Chawla,Independent,Ind.,76,99652,0.1,7
Shakur Basti,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0515.htm,Nota,None of the Above,NA,673,99652,0.7,8
Tri Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0516.htm,Tilak Ram Gupta,Bharatiya Janata Party,BJP,59073,110697,53.4,1
Tri Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0516.htm,Preeti Jitender Tomar,Aam Aadmi Party,AAP,43177,110697,39.0,2
Tri Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0516.htm,Satender Sharma,Indian National Congress,CONG,6897,110697,6.2,3
Tri Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0516.htm,Pawan Garg,Bahujan Samaj Party,BSP,566,110697,0.5,4
Tri Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0516.htm,Subhash,Asankhya Samaj Party,ASP,181,110697,0.2,5
Tri Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0516.htm,Surendra Singh Basoya,Peoples Party of India (Democratic),PPI(D),115,110697,0.1,6
Tri Nagar,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0516.htm,Nota,None of the Above,NA,688,110697,0.6,7
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Poonam Sharma,Bharatiya Janata Party,BJP,54721,106788,51.2,1
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Rajesh Gupta,Aam Aadmi Party,AAP,43296,106788,40.5,2
Wazirpur,https://results.eci.gov.in/ResultAcGenFeb2025/candidateswise-U0517.htm,Ragini Nayak,Indian National Congress,CONG,6348,106788,5.9,3
