seat_name,state_name,url_for_checking,cand_name,cand_party,cand_party_short,cand_votes,total_votes,cand_vote_share_percent,alliance,cand_position
Ambala Cantt.,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S074.htm,Dharmesh Sood Rinku,Independent,Ind.,764,133323,0.6,OTHERS,6
Ambala Cantt.,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S074.htm,Nota,None of the Above,NA,641,133323,0.5,OTHERS,7
Ambala Cantt.,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S074.htm,Raj Kaur Gill,Aam Aadmi Party,AAP,524,133323,0.4,INDIA,8
Ambala Cantt.,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S074.htm,Naveen Kumar,Yuga Thulasi Party,YTP,334,133323,0.3,OTHERS,9
Ambala Cantt.,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S074.htm,Naveen Bidla,Independent,Ind.,234,133323,0.2,OTHERS,10
Ambala Cantt.,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S074.htm,Jaswinder Golu,Independent,Ind.,146,133323,0.1,OTHERS,11
Ambala Cantt.,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S074.htm,Sunil Verma,Independent,Ind.,100,133323,0.1,OTHERS,12
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Nirmal Singh Mohra,Indian National Congress,INC,84475,165701,51.0,INDIA,1
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Aseem Goel Naneola,Bharatiya Janata Party,BJP,73344,165701,44.3,NDA,2
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Parul Nagpal Udaipuria,Aazad Samaj Party (Kanshi Ram),ASP(KR),2423,165701,1.5,OTHERS,3
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Ketan Sharma,Aam Aadmi Party,AAP,1492,165701,0.9,INDIA,4
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Nota,None of the Above,NA,1371,165701,0.8,OTHERS,5
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Malkit Singh Bhanokheri,Bahujan Samaj Party,BSP,1305,165701,0.8,OTHERS,6
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Satnam Singh,Independent,Ind.,629,165701,0.4,OTHERS,7
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Bhupinder,Independent,Ind.,166,165701,0.1,OTHERS,8
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Sunil Dutt,Independent,Ind.,138,165701,0.1,OTHERS,9
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Mayur Nanda,Independent,Ind.,137,165701,0.1,OTHERS,10
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Sachin Kumar,Independent,Ind.,124,165701,0.1,OTHERS,11
Ambala City,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S075.htm,Lalit Walia,Independent,Ind.,97,165701,0.1,OTHERS,12
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Pooja,Indian National Congress,INC,79089,159837,49.5,INDIA,1
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Santosh Chauhan Sarwan,Bharatiya Janata Party,BJP,66224,159837,41.4,NDA,2
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Prakash Bharti,Indian National Lok Dal,INLD,8096,159837,5.1,OTHERS,3
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Dr Ravinder Dheen,Jannayak Janta Party,JJP,1566,159837,1.0,OTHERS,4
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Dalip Singh,Independent,Ind.,1193,159837,0.7,OTHERS,5
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Gurtej Singh,Aam Aadmi Party,AAP,1071,159837,0.7,INDIA,6
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Ajaib Singh Sodhi,Independent,Ind.,699,159837,0.4,OTHERS,7
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Pritam Singh,Rashtrawadi Janlok Party (Satya),RJP(S),658,159837,0.4,OTHERS,8
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Nota,None of the Above,NA,480,159837,0.3,OTHERS,9
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Haveli Ram,Independent,Ind.,465,159837,0.3,OTHERS,10
Mulana,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S076.htm,Harkesh Kumar,Independent,Ind.,296,159837,0.2,OTHERS,11
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Renu Bala,Indian National Congress,INC,57534,174150,33.0,INDIA,1
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Balwant Singh,Bharatiya Janata Party,BJP,55835,174150,32.1,NDA,2
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Brij Pal,Bahujan Samaj Party,BSP,53496,174150,30.7,OTHERS,3
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Sohil,Aazad Samaj Party (Kanshi Ram),ASP(KR),4467,174150,2.6,OTHERS,4
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Rita Rani,Aam Aadmi Party,AAP,938,174150,0.5,INDIA,5
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Nota,None of the Above,NA,605,174150,0.3,OTHERS,6
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Beta Mamchand Rattu,Independent,Ind.,437,174150,0.3,OTHERS,7
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Jai Pal,Bhartiya Panchyat Party,BPP,335,174150,0.2,OTHERS,8
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Jasbir Singh,Bhartiya Shakti Chetna Party,BSCP,291,174150,0.2,OTHERS,9
Sadhaura,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S077.htm,Pooja Nagra,Independent,Ind.,212,174150,0.1,OTHERS,10
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Akram Khan,Indian National Congress,INC,67094,182369,36.8,INDIA,1
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Kanwar Pal,Bharatiya Janata Party,BJP,60313,182369,33.1,NDA,2
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Adarsh Pal Singh,Aam Aadmi Party,AAP,43702,182369,24.0,INDIA,3
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Darshan Lal,Bahujan Samaj Party,BSP,6423,182369,3.5,OTHERS,4
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Ashok Kumar,Aazad Samaj Party (Kanshi Ram),ASP(KR),2683,182369,1.5,OTHERS,5
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Nota,None of the Above,NA,746,182369,0.4,OTHERS,6
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Yogesh Sethi (Yogi),Independent,Ind.,398,182369,0.2,OTHERS,7
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Dr. Nitesh Chopra (Honey),Bhartiya Shakti Chetna Party,BSCP,309,182369,0.2,OTHERS,8
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Yajuvinder Singh,Independent,Ind.,275,182369,0.2,OTHERS,9
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Aditya Kumar Shastri,Independent,Ind.,166,182369,0.1,OTHERS,10
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Soni,Indian Praja Congress,IPC,147,182369,0.1,OTHERS,11
Jagadhri,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S078.htm,Gurdev Singh,Independent,Ind.,113,182369,0.1,OTHERS,12
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Ghanshyam Dass,Bharatiya Janata Party,BJP,73185,164013,44.6,NDA,1
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Raman Tyagi,Indian National Congress,INC,50748,164013,30.9,INDIA,2
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Dilbag Singh,Indian National Lok Dal,INLD,36067,164013,22.0,OTHERS,3
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Lalit Kumar Tyagi,Aam Aadmi Party,AAP,1655,164013,1.0,INDIA,4
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Nota,None of the Above,NA,735,164013,0.4,OTHERS,5
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Intzar Ali,Jannayak Janta Party,JJP,494,164013,0.3,OTHERS,6
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Kapil,Independent,Ind.,278,164013,0.2,OTHERS,7
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Manga Ram,Peoples Party of India (Democratic),PPI(D),246,164013,0.1,OTHERS,8
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Nirmaljeet Kaur,Indian Praja Congress,IPC,234,164013,0.1,OTHERS,9
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Sukhwinder,Independent,Ind.,229,164013,0.1,OTHERS,10
Yamunanagar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S079.htm,Kanchan Sharma,Bhartiya Shakti Chetna Party,BSCP,142,164013,0.1,OTHERS,11
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Shyam Singh Rana,Bharatiya Janata Party,BJP,73348,153018,47.9,NDA,1
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Dr. Bishan Lal Saini,Indian National Congress,INC,60216,153018,39.4,INDIA,2
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Dharampal Tigra,Bahujan Samaj Party,BSP,11182,153018,7.3,OTHERS,3
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Bhim Singh Rathi,Aam Aadmi Party,AAP,3245,153018,2.1,INDIA,4
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Mandeep Topra,Aazad Samaj Party (Kanshi Ram),ASP(KR),2959,153018,1.9,OTHERS,5
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Diwan Chand Kamboj,Bhartiya Shakti Chetna Party,BSCP,606,153018,0.4,OTHERS,6
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Nota,None of the Above,NA,538,153018,0.4,OTHERS,7
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Jai Parkash Sharma,Independent,Ind.,312,153018,0.2,OTHERS,8
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Dayanand,Ambedkar Samaj Vikas Party,ASVP,261,153018,0.2,OTHERS,9
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Anil Kumar Batta,Independent,Ind.,177,153018,0.1,OTHERS,10
Radaur,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0710.htm,Ashok Kumar,Independent,Ind.,174,153018,0.1,OTHERS,11
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Nayab Singh,Bharatiya Janata Party,BJP,70177,148068,47.4,NDA,1
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Mewa Singh,Indian National Congress,INC,54123,148068,36.6,INDIA,2
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Vikramjeet Singh Cheema,Independent,Ind.,11191,148068,7.6,OTHERS,3
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Sapna Barshami,Indian National Lok Dal,INLD,7439,148068,5.0,OTHERS,4
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Sandeep Garg Ladwa,Independent,Ind.,2262,148068,1.5,OTHERS,5
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Joga Singh Umri,Aam Aadmi Party,AAP,632,148068,0.4,INDIA,6
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Kashyap Ram Chander,Independent,Ind.,611,148068,0.4,OTHERS,7
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Ashok Saini Hamid Pur,Independent,Ind.,415,148068,0.3,OTHERS,8
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Bhajan Singh,Independent,Ind.,265,148068,0.2,OTHERS,9
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Nota,None of the Above,NA,211,148068,0.1,OTHERS,10
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Vinod Kumar Sharma,Jannayak Janta Party,JJP,205,148068,0.1,OTHERS,11
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Vikram Singh Saini,Bhartiya Shakti Chetna Party,BSCP,144,148068,0.1,OTHERS,12
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Man Singh Bapda,Peoples Party of India (Democratic),PPI(D),133,148068,0.1,OTHERS,13
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Rajkumar,Independent,Ind.,100,148068,0.1,OTHERS,14
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Satish Kumar,Rashtriya Garib Dal,RGD,69,148068,0.0,OTHERS,15
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Subhash Saini,Bhartiya Sarvodaya Party,BSP,48,148068,0.0,OTHERS,16
Ladwa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0711.htm,Parveen Kumar,Independent,Ind.,43,148068,0.0,OTHERS,17
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Ram Karan,Indian National Congress,INC,61050,121209,50.4,INDIA,1
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Subhash Chand,Bharatiya Janata Party,BJP,54609,121209,45.1,NDA,2
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Chander Bhan Chauhan,Bahujan Samaj Party,BSP,1638,121209,1.4,OTHERS,3
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Kanta Aalldia,Mission Ekta Party,MEP,1333,121209,1.1,OTHERS,4
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Asha Rani,Aam Aadmi Party,AAP,932,121209,0.8,INDIA,5
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Nota,None of the Above,NA,438,121209,0.4,OTHERS,6
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Rajeeta Singh,Jannayak Janta Party,JJP,431,121209,0.4,OTHERS,7
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Pawan Kumar,Independent,Ind.,358,121209,0.3,OTHERS,8
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Rajesh Kanipla,Independent,Ind.,235,121209,0.2,OTHERS,9
Shahbad,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0712.htm,Shiv Nath,Independent,Ind.,185,121209,0.2,OTHERS,10
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Ashok Kumar Arora,Indian National Congress,INC,70076,143212,48.9,INDIA,1
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Subhash Sudha,Bharatiya Janata Party,BJP,66833,143212,46.7,NDA,2
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Krishan Bajaj,Aam Aadmi Party,AAP,2948,143212,2.1,INDIA,3
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Tanuja,Bahujan Samaj Party,BSP,1709,143212,1.2,OTHERS,4
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Nota,None of the Above,NA,798,143212,0.6,OTHERS,5
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Surya Partap Singh Rathore,Jannayak Janta Party,JJP,385,143212,0.3,OTHERS,6
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Abhishek Punia,Independent,Ind.,159,143212,0.1,OTHERS,7
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Jaiveer Singh Ranga,Republican Party of India (A),RPI(A),141,143212,0.1,OTHERS,8
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Mehar,Independent,Ind.,92,143212,0.1,OTHERS,9
Thanesar,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0713.htm,Ashok Kumar,Independent,Ind.,71,143212,0.0,OTHERS,10
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Mandeep Chatha,Indian National Congress,INC,64548,128602,50.2,INDIA,1
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Jai Bhagwan Sharma (Dd),Bharatiya Janata Party,BJP,57995,128602,45.1,NDA,2
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Baldev Singh Waraich,Indian National Lok Dal,INLD,1772,128602,1.4,OTHERS,3
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Dr. Sukhwinder Kaur,Jannayak Janta Party,JJP,1253,128602,1.0,OTHERS,4
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Gurnam Singh,Sanyukt Sangharsh Party,SSP,1170,128602,0.9,OTHERS,5
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Gehal Singh Sandhu,Aam Aadmi Party,AAP,890,128602,0.7,INDIA,6
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Rajat Sharma Ismailabad,Independent,Ind.,395,128602,0.3,OTHERS,7
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Nota,None of the Above,NA,306,128602,0.2,OTHERS,8
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Shyam Lal Gumthala Garhu,Independent,Ind.,166,128602,0.1,OTHERS,9
Pehowa,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0714.htm,Kuldeep Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),SAD(A)(SSM),107,128602,0.1,OTHERS,10
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Devender Hans,Indian National Congress,INC,64611,133876,48.3,INDIA,1
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Kulwant Ram Bazigar,Bharatiya Janata Party,BJP,41731,133876,31.2,NDA,2
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Naresh Kumar,Independent,Ind.,12437,133876,9.3,OTHERS,3
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Krishan Kumar,Jannayak Janta Party,JJP,5768,133876,4.3,OTHERS,4
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Rakesh Kumar,Aam Aadmi Party,AAP,4540,133876,3.4,INDIA,5
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Poonam Rani,Indian National Lok Dal,INLD,2409,133876,1.8,OTHERS,6
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Amarjeet Singh,Independent,Ind.,1051,133876,0.8,OTHERS,7
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Nota,None of the Above,NA,702,133876,0.5,OTHERS,8
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Bhupinder Singh,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),SAD(A)(SSM),399,133876,0.3,OTHERS,9
Guhla,hr,https://results.eci.gov.in/AcResultGenOct2024/candidateswise-S0715.htm,Manoj Kumar,Mission Ekta Party,MEP,228,133876,0.2,OTHERS,10
