playlist_id,playlist_name,source,track_name,track_id,artist_name,artist_id,album_name,album_id,date_released,date_added_to_playlist,date_added_to_master_list
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Mother's Love,5SnYnqM27WNCTN8siQqtbv,Tsegue-Maryam Guebrou,1wJQvcfqhxMm2X6ErAZNrq,"Ethiopiques, vol. 21: Emahoy (Piano Solo)",4OYhJgrDTR74Yo4SE8Exdk,1963,2021-03-31,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,"Ninna nanna 1968, Pt. 1",4f2IFuELEBBsOZB9Wcj9Uh,Ennio Morricone,1nIUhcKHnK6iyumRyoV68C,La Cina è vicina – Partner (Original Motion Picture Soundtrack),2weXIMfGR7B7rjcwe6k084,1967,2021-01-06,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,"The Good, The Bad And The Ugly - Main Title",1JSIWsJfxOji0FrxFcxdCK,Ennio Morricone,1nIUhcKHnK6iyumRyoV68C,"The Good, The Bad & The Ugly (Original Motion Picture Soundtrack)",1oLT2HO5MVNS8U4kEuBvdJ,1967,2021-01-06,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Supermarket,4S7uMZowIqYunJEyDmXLrh,Pete Dunaway,7qIHnupl0wGd9zPy2GOL5H,Black Rio Vol. 2 - Original Samba Soul 1968-1981,6t2aQgTIcih5i58miYYbjH,1976,2021-02-10,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Change the World,3lRrPuxT2hAtHukZu8Ec7S,Solat,3JqdEHbqLzIz3wme1P8zZ1,"Change the World / Try, Try",399oeJXX9zuZLnJeM7RjG6,1977,2021-01-20,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,"Ketawang Angleng, laras slendro, patet sanga",2dRGMBSFKbNkkhW9hWnzDC,Gamelan Sekar Tunjung,3YAcZCuq1TDlRjC1YzXbJK,The Music Of K.R.T. Wasitodiningrat,5jkvMyaaN3eqSd9sf6qnHq,1978,2021-05-05,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Song on the Radio,5V8NWA3QOVftD7SwQoorzD,Al Stewart,0DW7boyjvbaSP3OJ72sXgC,Time Passages,3rdxnhj6OmS0IQENzvvDWy,1978,2021-04-07,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Mouhamadou Bamba,5QdcVm85PHGVXtA14LoG59,"Orchestra Baobab, Baobab-Gouye-Gui de Dakar","7xT0arvCDupDU1YYy0BNv9, 396biTOuSgatR6cQxDFL2T",Mouhamadou Bamba,4h4yBxb4nKA2t7WH5GfXFe,1980,2021-03-17,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Carnival Long Ago,3x28GwcknX2zmsToFWNyzB,Roaring Lion,5hSF1JVkIaxGR4a3Ft5F9V,Sofrito: Tropical Discotheque,1uugUCkc33jvhFUQ6KzAYt,1980,2021-02-17,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Eze Na Aga,6CRtGzg3zH8vdCahEj7Nox,Eze-nri Royal Drummers,5uh56brydCgFTOsbUSml3g,Eze-Nri Royal Drummers Vol. 1,1gHizi5c7zZRlXJeLcd2Uu,1986,2021-01-13,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Big Fun,4PyhlL1vrSvPlhYLdphszr,Inner City,0vUJ3QLN3MlRfjOc2LjGWp,Paradise,2CwxbRPETEraKmAKDNrEcs,1989,2021-05-16,2021-05-16
4G1z63IzhWRkZFEbxILKn3,Spark Radio New Music New Artists,Nic Harcourt / Spark Radio,To Hell With Poverty,5meAeH2xj8CkB5ZUahQJQ6,Gang Of Four,3AmWjMXXtBJOmNGpUFSOAl,A Brief History Of The 20th Century,50FXBXMSnzly1s5uIlNW7x,1990,2021-03-19,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Playing With Knives [Quadrant Mix},3ToxQ1h56CW3lA2zcGtODh,Bizarre Inc,07lbidCU8ZwtNCUrmaO0QU,Playing With Knives [Quadrant Mix],1q4NYQT20Fb9kN16yZ3OHM,1991,2019-11-12,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Flash of the Spirit (Laughter),1KvWa9WllBJcqmqOhr7YdR,"Jon Hassell, Farafina","5kNZV33crEsk2IMZMJ8bOQ, 5UMmGAarEnn9bIua1CuYWL",Flash of the Spirit,1kq5wytZSTx0mQvxkg5fW0,1991,2021-03-24,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,MOONDANCE moon chant,0UWh4bUwsH4o2K4CO14qBw,"United Future Organization, Abigail Grimsel","0V4fAktrp2psvXpQb2KSWh, 7rbcFpkqSAxj362Zz7vvUu",Jazzin’,1capLzAlOg7m3KuDi5X5aO,1992,2021-02-10,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Offshore,35tn3KHGJjqhucpWGDQsMz,Chicane,5GxyeQagayzZOg4UwffQlD,Far from the Maddening Crowds,419vfODFb7VkSGMv5WgxQd,1997,2021-05-16,2021-05-16
4z2ebTTKukc34eMDlqrnW4,Songs You Need To Know,Rolling Stone,Heads Down,290FioDkcEBdMAPszWGYFT,The Farewell Bend,5KL7fkHYWt71z8pX0Vun52,In Passing,0U5M3vq9ZIPE1ysCBlwcQ0,1998,2021-02-04,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Ancestral Song,6wOOK7x395zh61UbQElfcf,"Ethnic Heritage Ensemble, Kahil El'Zabar, Ernest Dawkins, Joseph Bowie","6ow3P6IkcDfaSGpPVYjzmj, 2DObXDWCKLRvSisbmYjeyV, 3nho0KrZRwFha7YEtbxEYj, 1Zon9PRaebpEyaRSBY28UA",The Continuum,3N4rHBKKSc4k9SrRYfdlQs,1998,2021-04-07,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Butterfly,4DUsclIvDe7sU5KRvTQ6St,Talvin Singh,30Y7JOpiNgAGEhnkYPdI1P,OK (Expanded Edition),78TxUdER5QfLxTBpXu1UZm,1998,2021-01-20,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Zamanı Geldi,6Vpt8V8tI9i2kVqu1IksEN,Selda Bağcan,2NGRETzxjeN4b9o3OGY6Yn,Türkülerimiz 4 - Yuh Yuh,72B3WdXWBAfiaexjVuIt2r,1999,2021-02-03,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Rose rouge,1divptdjcWXvF1aflfTQnw,St Germain,484sZUYmnRXN84zmk3GY1n,Tourist (Remastered),0YqCvOMhp8enM01an9Nntj,2000,2021-02-10,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Montego Bay Spleen,38LpbjQx5XAA95pb7AGRnE,St Germain,484sZUYmnRXN84zmk3GY1n,Tourist (Remastered),0YqCvOMhp8enM01an9Nntj,2000,2021-01-20,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Saudade,3ZxELzIdQJs0yCU5KV2Tck,Joel Xavier,3aluvtS5kTV7cXtvjJZgng,Lusitano,1HTsqfOgO0wL9wwA5rYqa5,2001,2021-01-20,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Love Story (vs Finally) - Bushwacka!'s Final Bootleg,7eN8s82qtZMatDsvHqrJzH,Layo & Bushwacka!,4XO18kRHLT6F5RhomZGrpc,Night Works,7a25FtnvBLOmW6BA9444Wn,2002,2021-05-16,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Fandangueiro À Luz Da Lua,7n2gCltQVkSveoswJcPzm5,José Cid,1oowLCcSBurZzYTpaR0Ep4,Best,4r4D98ApVqwKUlcAkbTLQ3,2003,2021-05-05,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Zagrajcie Mi,0jGhFzxi7z2isnbUEouLgE,Mieczyslaw Fogg,2P14f8iIJW2W9pGvYMcCtq,Polskie Tango 1929 - 1939,47Npf5y6DVltv5zychIi1o,2005,2021-01-20,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Opus 5,0cOUeBfKhcGoDnTyjTJZK2,"Charlie Shavers, John Kirby & His Onyx Club Boys","1yOf0GbMOo9zdD2FF0rUoK, 0NYEccsq67OtlWqDQCVWAz",Jazz Figures / Charlie Shavers (1938-1941),6wG3VZNrw3NOCJIKBfFW4k,2006,2021-04-07,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Enoralehu,4KPlw9VUYRB7eNE8LVU4OR,Gigi,1FYxWc5xnvy86IeA7J6pn0,Gold & Wax,2g2pjifsTEOy4kflIfJ9ne,2006,2021-01-27,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Harder Than You Think - Dehasse Radio Edit Mix,2bQJbGzwvw6yxow5NH3EEp,Public Enemy,6Mo9PoU6svvhgEum7wh2Nd,Harder Than You Think (Dehasse Remixes),15wVOScRcNnuWlx3YcZlFZ,2007,2021-05-16,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,T.I Blues,513ngsQXc4ulMEuhq1VHb7,Seaman Dan,7kupJXgSeK8OCWSqYipqqS,Somewhere There's An Island (Best Of 1999 - 2006),6qB5XRFLJxpex8W9AmL5iP,2007,2021-02-03,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Silence - Niels van Gogh vs. Thomas Gold Remix Radio Edit,0a5PTqhHQkgo30AAUnNQqE,"Delerium, Niels Van Gogh, Thomas Gold","0IUq1plF3ON4Fboj1bE6kN, 6L8Co7Voup4dISwbSl3owl, 3ciWDOD4ARirbieXjComyI",Silence (Lissat & Voltaxx Remix),0U3eWUufR6iurLfhBRHh5i,2008,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Push The Feeling On - Belocca's Radio Edit,6PPAXC8BsoUHIif7MQfLUn,Nightcrawlers,1gALaWbNDnwS2ECV09sn2A,Dance Chart (Winter/Spring 2008),54dNSRgfwNts2hbjACGYGc,2008,2021-05-16,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Seattle,7d5hzhh2eNOKOBgP4MteYX,Avishai Cohen,5wu05jGsVMAFHYMYHqCB9l,Gently Disturbed,1YpYJkg18DHN92lVz9qcYC,2008,2021-05-12,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Takil Bana,1oF4Pm6v9gso5ICxTuHHeX,Aziza A.,2EV8kIVcK0wIeKmemv8U1k,Doublemoon Women,4ecb3eTu1oEjhpp5HUaBXJ,2008,2021-03-10,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Flashback - Goldie Remix,5vwAT6QHkDP6AA3G1ciB6v,Calvin Harris,7CajNmpbOovFoOoasH2HaY,Flashback,0d5LdPNAKOC4XJscgDXn2D,2009,2019-11-12,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,You've Got The Love,244AvzGQ4Ksa5637JQu5Gy,Florence + The Machine,1moxjboGR7GNWYIMWsRjgG,Lungs (Deluxe Version),1rLLyY5p6HXNl2lKzINWp5,2009,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Flashback - David Guetta Remix,7w9XZx1rhWKrqoZPwB3XlZ,Calvin Harris,7CajNmpbOovFoOoasH2HaY,"F*** me, I'm famous Ibiza Mix 2010",6LK1crBi5KDi8Jcs9gbXxr,2010,2019-11-12,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,The Saxophonist - Criminal Vibes Remix,2tHQBIsqHVsrVOu3XZHyRp,Andrew Phillips,1lhFn5i50Le5PtxFWyo3Sm,The Saxophonist,6tYcVtRqRTpIUJeLJ1HrYN,2010,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Coma Cat - Mark Knight Remix,1Twb9SNqyKLYnNY1ViR7SB,"Tensnake, Mark Knight","75nC6MXUalYZSOd7OfNkwq, 3h11MHQeCrcsUgRRijI1zL",Coma Cat (Mark Knight Remix),5MlAxg0gfdhKu8AuxGnTsh,2010,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Spectrum (Say My Name) - Calvin Harris Remix,57yeWyaoeTt26p0dlEZukQ,"Florence + The Machine, Calvin Harris","1moxjboGR7GNWYIMWsRjgG, 7CajNmpbOovFoOoasH2HaY",Ceremonials,3JODIzr9NLL7CMojdUR70g,2011,2019-11-12,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Spectrum (Say My Name) - Calvin Harris Remix,57yeWyaoeTt26p0dlEZukQ,"Florence + The Machine, Calvin Harris","1moxjboGR7GNWYIMWsRjgG, 7CajNmpbOovFoOoasH2HaY",Ceremonials,3JODIzr9NLL7CMojdUR70g,2011,2019-11-12,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Spitfire - Kill The Noise Remix,1Pz7MQNCbEtK1ucN4vvZ64,"Porter Robinson, Kill The Noise","3dz0NnIZhtKKeXZxLOxCam, 3qnMl4DHT4gndzFAcG4FlM",Spitfire EP,1PUPPk8ahNbNLSDuLzA1jB,2011,2019-11-12,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,The Seconds (feat. Jano),10IrQd0aMnPRvX4NLEmzLV,"Porter Robinson, Jano","3dz0NnIZhtKKeXZxLOxCam, 4vseJcA9aYV9WRQMwhqBdu",Spitfire EP,1PUPPk8ahNbNLSDuLzA1jB,2011,2021-05-16,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Baraca,5z0NV1eLxCf8Lb5ijR1jYP,Yemen Blues,30IksGORAVMJvLNppXg64b,Yemen Blues,2dyTcfCKCZJcpLMTX0zNLM,2011,2021-05-12,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Happy Day from Me to You,42wCYdh2KNqwG9Nxc6yWU2,Sir Victor Uwaifo,2hCi6vXJyyTG9szd63b4LU,Sir Victor Uwaifo: Guitar Boy Superstar 1970-76 (Soundway Records),5FCUyTp1uErvfLcj1b1Tj7,2011,2021-04-07,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Bonfire,0QIYINh2AwmOmdu8CRYvlw,Knife Party,2DuJi13MWHjRHrqRUwk8vH,Rage Valley,2KZKR8bLDZPUxOE6JhTh4X,2012,2019-11-12,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Where's Your Head At - Edit,4JtY1MSvtrWV9VB4LmEPKm,Firebeatz,53YSn9tHwGJ6bq5P0gGoYo,Where's Your Head At,0idR9OL8PxlxleHAPqGIgh,2012,2019-11-12,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Centipede,0u2AIKDVafHwCFQ9LDnqxH,Knife Party,2DuJi13MWHjRHrqRUwk8vH,Rage Valley,2KZKR8bLDZPUxOE6JhTh4X,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Holdin' On - Skrillex & Nero Remix,6M9L1sPBHbVMpEYV8hYiGU,"I See MONSTAS, Nero, Skrillex","3yWCAtesP5BFtJnBbgfv8b, 6YU46EAAs1wUPfSPVXu5ZA, 5he5w2lnU9x7JFhnwcekXX",I See Monstas,4LMF8hf1P8pqxTcIjRerHD,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Somebody to Love,73gj51dGaaMGgs3nckayo4,Jack Beats,5dUIQXIt7WeBKpETFZyTFW,Somebody To Love EP,1vNwlPLfUop1ZAlAMr4CNi,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Molly - Quintino Remix,2NUB95tYhrle380aRcRQXo,"Cedric Gervais, Quintino","4Wjf8diP59VmPG7fi4y724, 1V3VTM7VspiQjcmRhC010n",Molly,0tfd53pu6dsTG8k74smS1H,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Every Day - Radio Edit,69tt57HJU9DbZ91WSAXPuI,Eric Prydz,5sm0jQ1mq0dusiLtDJ2b4R,Now Dance 2012 - Part 4,2ad2RXWSrL4hok9pgrhu4e,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Don't Stop the Party (feat. TJR),3Tu7uWBecS6GsLsL8UONKn,"Pitbull, TJR","0TnOYISbd1XYRBk9myaseg, 7yeNY3qR0V1hJBrU12TzjV",Global Warming: Meltdown (Deluxe Version),2F7tejLHzTqFq2XLol9ZGy,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Waiting All Night - feat. Ella Eyre [Radio Edit],5n1MbtaObAhBQ8niMBqbFy,"Rudimental, Ella Eyre","4WN5naL3ofxrVBgFpguzKo, 66TrUkUZ3RM29dqeDQRgyA",Waiting All Night (feat. Ella Eyre) [Radio Edit],5QKrjfxbN1DlFKzMAEy7zc,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,I Need,4TOnziP6TsZ6dD7RzEVEqG,Maverick Sabre,0ukgrNYk51TkMQr0f2Br4Q,Lonely Are The Brave,0GwWmKEUgzykmMXPYX93ba,2012,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Man Down (Karaoke Version) - Originally Performed By Rihanna,33MHItPzWRMihz9zmL7sBh,Karaoke Bar Orchestra,5kugLcip6TuOXtj3RI5V39,World of Karaoke: The Best Songs of Rihanna (Originally Performed By Rihanna),4A39Hkg0CEWr0gs3hQ1S8k,2012,2021-05-16,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Fey Oh Di Nou,4qIakd2lk0dwVprrRTdycn,The Creole Choir Of Cuba,53Fz1NF4gHhD1bdDr6DyEM,Santiman,0zK8Tp2t5FJp01CiKaJvqM,2012,2021-04-21,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,I Am the Black Gold of the Sun,2605SBzxbe5MZhPIAjOrYN,Samuel Yirga,4u72CcREjEMsjfVnbjAbFU,Guzo,6YP332I4wdNGNhFFRySqvB,2012,2021-04-21,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Do You Rock,7FmzE9QBhlG9BFssWaV3GD,TC,6b1Reb7bhjdXtkR7wUYW61,Get Down Low EP,2ecwSq3SFyZyFRxgHW3pMx,2013,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Mosh It Up - Henry Fong Remix,1qESCtuv8dD9zSCwiDg3mI,"Kill The Noise, Henry Fong","3qnMl4DHT4gndzFAcG4FlM, 3nALc9PyUfe6CO3EY9bNhH",Black Magic Remixes EP,78lRWNElPBPUSlhoqGyhhl,2013,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Get Ready - Steve Aoki Vocal Radio Edit,4GusUtoa925Je3xnMQFZ7v,"2 Unlimited, Steve Aoki","18JD8DVlD1fakDAw7E9LFC, 77AiFEVeAVj2ORpC85QVJs",Get Ready (Steve Aoki Remixes Radio Mixes),6J4eKwPbH4f6Rby56P813w,2013,2021-05-16,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Get Down Low,0f78GxGnaLJF7GMG6cbB65,TC,6b1Reb7bhjdXtkR7wUYW61,Get Down Low EP,2ecwSq3SFyZyFRxgHW3pMx,2013,2021-05-16,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Nomalizo,6gB3NJQ9dF5xoqUBKGX6Uz,Letta Mbulu,7iwwcDXXToUdUoDYP70EA0,Greatest Hits,3lptmTh9SD224S4ZKKgCgv,2015,2021-04-07,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Indian Carnival,4Xc9qiJjMKd2uxEHKXxHef,Yma Sumac,1HkQ4XrPffqcVW0TgTTw0d,Mambo! And More,6r8Yx9gVdsXveZL8EO7asW,1954-01-01,2021-02-17,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Dil Laga Kar Aap Se,2HsjOjzVH4HTockMlAQSjI,Mukesh,4etv0ut4ws0GbXBtolzf5e,Around The World,0MtM8BIlOOcoJC10Y6LTyw,1967-01-01,2021-03-03,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Acid,4J4S8Fm2BJt59zPWygsbpr,Ray Barretto,2h4ndKS2vRWeFLpq8ARu0D,Acid,0RpE6Nz3Cyb7gx2CpC5dJn,1968-12-31,2021-02-17,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Dove Vai Tutta Nuda?,6IkCfUJNwZ9skGQ6OOuMj7,Maria Grazia Buccella,68EPG4O1rzNMTHfkB2pwZ6,Dove Vai Tutta Nuda?,6NdL2xZtI1CPKCLAYhDIk5,1969-01-01,2021-03-10,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Piya Tu Ab To Aaja,5MH1HNsvn0DuUWmyLJzWW3,"Asha Bhosle, R. D. Burman","5as8A4G47Ohu9NSWs3Je8U, 2JSYASbWU5Y0fVpts3Eq7g",Caravan,7EV3gFg3EXqdp1mbnDMUuS,1971-01-01,2021-05-05,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Baby,7JCqSsn5XGmIMW4pw5X1fl,Os Mutantes,5C0gCCG8N5Dh5dZytIgzLX,"""Jardim Eletrico""",1BBamdq6Y45NLtttJlBxrf,1971-01-01,2021-04-14,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Uma Vida,2AyasodmTDJQ6uUOVyXQYD,Dom Salvador & Abolição,0Aanlviesqoy29lgsP9OC6,Série Samba Soul,6D52C2o93yMKyXqOiXRd3A,1971-03-01,2021-04-07,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Muğla Zeybeği,1IQv4zxQu2wvZqkro57rPE,Mustafa Kandıralı,50zJYuygq4Q4h0cdFOOQZZ,Oynayalım,6PDMaaqlkROrjp8qTNA792,1972-01-01,2021-02-03,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Canoas Do Tejo,0Oc7DbqPtqgNl6jgMbrCZW,Carlos Do Carmo,5SSP8GEspuEnzFcvJGABPR,Canoas Do Tejo,0INdiiBadyKHBDXU7t5RfI,1972-01-01,2021-02-03,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Vou Pular Nêste Carnaval,3lUcgfQdUIRIBaEzjhU5QP,Eliana Pittman,0N3LJDrESNQKDwr48hYAjE,Eliana Pittman,4seB5dSCzcU9QumP3D84Th,1972-03-03,2021-02-17,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,El Paso Del Mulo,5MhBop3xB8DF1mFIN1lzYZ,"Celia Cruz, Johnny Pacheco","2weA6hhVqTIN2gSn9PUB9U, 09947uhj2ZwU9mFXK5v50o",Celia & Johnny,416lPCtckkTOPYQslZ6QH1,1974-01-01,2021-02-17,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Por Una Cabeza,4UOt0ObZ4Oqi7LSU1Gzzkq,Carlos Gardel,05Q9xndTxhXhD5trpmTtfU,Los Exitos De Sus Peliculas,76USRmeQbyrQA5RfDyO9Qq,1974-01-01,2021-01-20,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,"There You Go - Live At The Robert Clemente Coliseum / San Juan, PR / November, 1973",5fwtwX7CA8uKuVZMNQ4lEB,"Fania All Stars, Jan Hammer","1OdyhpUABf8avaZ9r8nI1u, 50zRydJXfkLzGIOj9mITfy",Latin-Soul-Rock,2gq3ocviCyhjBWChVlC6RE,1974-12-31,2021-02-17,2021-05-16
7L9bFJhsV08162AZEYr1BH,Todays Dance Anthems W/ Charlie Hedges,Bbc Radio 1,Fly Like An Eagle,3e0FzZjTXOUtiJGSClOBrI,Steve Miller Band,6QtGlUje9TIkLrgPZrESuk,Fly Like An Eagle,0fjJOLqG3v7vXRYhz2wxPC,1976-01-01,2021-05-16,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,I'm Every Woman,1oFiPGBafH9Woo9AMwgBSl,Chaka Khan,6mQfAAqZGBzIfrmlZCeaYT,Chaka,2lvaLIoEg3hwL2dybu6zTC,1978-10-13,2021-04-14,2021-05-16
1U6b1BIkvU3ngVIpRxLEuo,Wo Pop w/ Derek Mazzone,KEXP,Kya Kahoon Kaun Hoon Main,4FomLQnQHoP8ZgyaTo7qKY,Kishore Kumar,0GF4shudTAFv8ak9eWdd4Y,Laal Kothi,0NZTG1hye6UtlPak3gcJbQ,1978-12-31,2021-01-06,2021-05-16
